ID_Cabang,Nama_Cabang,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Telepon,Status_IMB,Sewa_Mulai,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Sertifikat_Halal,Halal_Exp,Tingkat_Sengketa,Deskripsi_Sengketa,Tanggal_Update,URL_Maps
GCN-0030,Head Office PT Mitra Bali Sukses (Mie Gacoan),"Alamat: Pasar V Barat, MMTC Warehouse 2, Jl. Williem Iskandar No.G-8, Kenangan Baru, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20374",Kabupaten Deli Serdang,Sumatra Utara,4.5,,,Approved,2023-03-15,2026-11-07,228,Tersertifikasi,2027-07-19,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Head+Office+PT+Mitra+Bali+Sukses+%28Mie+Gacoan%29/data=!4m7!3m6!1s0x30312f917a42e457:0x8f6919e975ccad69!8m2!3d3.6048681!4d98.7156724!16s%2Fg%2F11t835h7r0!19sChIJV-RCepEvMTARaa3MdekZaY8?authuser=0&hl=id&rclk=1
GCN-0024,Mie Gacoan Pancing,"Alamat: Jl. Williem Iskandar, Kenangan Baru, Kec. Percut Sei Tuan, Kota Medan, Sumatera Utara",Kota Medan,Sumatra Utara,4.6,,,In Progress,2022-11-16,2026-11-10,231,Belum Tersertifikasi,2028-01-13,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Pancing/data=!4m7!3m6!1s0x303131250accc93f:0xd52e75582641e8b!8m2!3d3.6147637!4d98.7074657!16s%2Fg%2F11ty7093xh!19sChIJP8nMCiUxMTARix5kglXnUg0?authuser=0&hl=id&rclk=1
GCN-0342,Mie Gacoan Pinrang - Jendral Sudirman,"Alamat: Jl. Jenderal Sudirman No.355a, Macorawalie, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91212",Kabupaten Pinrang,Sulawesi Tengah,4.8,,,In Progress,2022-09-16,2026-11-10,231,Tersertifikasi,2028-01-24,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Pinrang+-+Jendral+Sudirman/data=!4m7!3m6!1s0x2d944d00273b8b13:0xb3eaade19b5bba77!8m2!3d-3.8123914!4d119.6523464!16s%2Fg%2F11x_yv6816!19sChIJE4s7JwBNlC0Rd7pbm-Gt6rM?authuser=0&hl=id&rclk=1
GCN-0294,Mie Gacoan - Landasan Ulin Banjarbaru,"Alamat: Jl. Bina Putra No.34, Kelurahan Guntung Payung, Kec. Landasan Ulin, Kota Banjar Baru, Kalimantan Selatan 70721",Kota Banjar Baru,Kalimantan Tengah,4.8,,,Approved,2024-02-09,2026-11-12,233,Belum Tersertifikasi,2026-12-28,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Landasan+Ulin+Banjarbaru/data=!4m7!3m6!1s0x2de683004276047b:0x11b8b071d86c4e82!8m2!3d-3.4485477!4d114.7856575!16s%2Fg%2F11wy93cbhf!19sChIJewR2QgCD5i0Rgk5s2HGwuBE?authuser=0&hl=id&rclk=1
GCN-0099,Mie Gacoan NB,"Alamat: HM49+WFH, Jl. Merpati, Talang Tengah Darat, Kec. Lubuk Keliat, Kabupaten Ogan Ilir, Sumatera Selatan",Kabupaten Ogan Ilir,Sumatra Selatan,4.3,,Telepon: 0821-9957-9294,Approved,2023-02-05,2026-11-13,234,Tersertifikasi,2028-02-23,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+NB/data=!4m7!3m6!1s0x2e3be900509a7e7f:0xdd4d0de5bc53737a!8m2!3d-3.4426792!4d104.668746!16s%2Fg%2F11w9kkpgv5!19sChIJf36aUADpOy4RenNTvOUNTd0?authuser=0&hl=id&rclk=1
GCN-0279,Mie Gacoan Probolinggo,"Alamat: Jl. Suroyo No.19, Tisnonegaran, Kec. Kanigaran, Kota Probolinggo, Jawa Timur 67211",Kota Probolinggo,Nusa Tenggara Barat,4.7,,,Bermasalah,2024-12-27,2026-11-18,239,Belum Tersertifikasi,2027-09-11,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Probolinggo/data=!4m7!3m6!1s0x2dd7ad4a955e5c81:0xe5823fbdbcc27bfc!8m2!3d-7.7503203!4d113.2154601!16s%2Fg%2F11t5x6xd2f!19sChIJgVxelUqt1y0R_HvCvL0_guU?authuser=0&hl=id&rclk=1
GCN-0123,Mie Gacoan Jakarta - Pahlawan Revolusi,"Alamat: Jl. Pahlawan Revolusi No.6, RT.5/RW.5, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Kota Jakarta Timur,DKI Jakarta,4.7,,,Approved,2024-05-18,2026-11-20,241,Tersertifikasi,2026-05-05,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Pahlawan+Revolusi/data=!4m7!3m6!1s0x2e69f3654efb986f:0x77d9829dae343d88!8m2!3d-6.2368616!4d106.8987842!16s%2Fg%2F11vkz4q7hg!19sChIJb5j7TmXzaS4RiD00rp2C2Xc?authuser=0&hl=id&rclk=1
GCN-0174,Mie Gacoan Majapahit,"Alamat: Jl. Brigjen Sudiarto No. 326 B, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",Kota Semarang,Jawa Tengah,4.6,,,Approved,2023-11-18,2026-11-20,241,Tersertifikasi,2028-03-08,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Majapahit/data=!4m7!3m6!1s0x2e708cfa31450b8d:0x8be9502b76e795f1!8m2!3d-7.0083067!4d110.4643965!16s%2Fg%2F11rr13cwgx!19sChIJjQtFMfqMcC4R8ZXnditQ6Ys?authuser=0&hl=id&rclk=1
GCN-0111,Mie Gacoan Jakarta - Tebet,"Alamat: Jl. Tebet Raya No.35, RT.2/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Kota Jakarta Selatan,DKI Jakarta,4.6,,,In Progress,2025-06-24,2026-11-22,243,Tersertifikasi,2026-11-06,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Tebet/data=!4m7!3m6!1s0x2e69f3bac5043353:0xe51a4d1a0a728f8c!8m2!3d-6.228964!4d106.8537701!16s%2Fg%2F11t46gwg3h!19sChIJUzMExbrzaS4RjI9yChpNGuU?authuser=0&hl=id&rclk=1
GCN-0091,Mie Gacoan Bengkulu - Natadirja,"Alamat: Jl. Pangeran Natadirja No.Km 7, RW.5, Jl. Gedang, Kec. Gading Cemp., Kota Bengkulu, Bengkulu 38225",Kota Bengkulu,Bengkulu,4.8,,,Approved,2024-02-28,2026-11-26,247,Tersertifikasi,2027-10-08,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bengkulu+-+Natadirja/data=!4m7!3m6!1s0x2e36bb005f83c4c9:0xc971d5e3cf76567c!8m2!3d-3.8242187!4d102.3004915!16s%2Fg%2F11yp1kjtz0!19sChIJycSDXwC7Ni4RfFZ2z-PVcck?authuser=0&hl=id&rclk=1
GCN-0116,Mie Gacoan Jakarta - Pulo Gebang,"Alamat: Jl. Raya Pulo Gebang No.49 11, RT.1/RW.4, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",Kota Jakarta Timur,DKI Jakarta,4.8,,,Approved,2025-11-29,2026-12-04,255,Tersertifikasi,2027-10-15,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Pulo+Gebang/data=!4m7!3m6!1s0x2e698b002a692cf9:0xa8257f6b54ba8c1e!8m2!3d-6.2014959!4d106.9554084!16s%2Fg%2F11y9qfzzwn!19sChIJ-SxpKgCLaS4RHoy6VGt_Jag?authuser=0&hl=id&rclk=1
GCN-0292,Mie Gacoan Hasan Basri Banjarmasin,"Alamat: Jl. Brigjend H. Hasan Basri No.48, RW.02, Alalak Utara, Kec. Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan 70124",Kota Banjarmasin,Kalimantan Tengah,4.7,,,Bermasalah,2022-08-28,2026-12-05,256,Dalam Proses,2028-01-31,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Hasan+Basri+Banjarmasin/data=!4m7!3m6!1s0x2de4230030dbfbe9:0xe82b47c22f504c74!8m2!3d-3.2838725!4d114.5896879!16s%2Fg%2F11wv8q8pwt!19sChIJ6fvbMAAj5C0RdExQL8JHK-g?authuser=0&hl=id&rclk=1
GCN-0136,Mie Gacoan - Kota Subang,"Alamat: Jl. Otto Iskandardinata No.108-110, Karanganyar, Kec. Subang, Kabupaten Subang, Jawa Barat 41211",Kabupaten Subang,Jawa Barat,4.8,,,In Progress,2023-06-07,2026-12-07,258,Tersertifikasi,2027-10-23,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Kota+Subang/data=!4m7!3m6!1s0x2e693b0026e6f2a1:0xaf2456aefa64a1a4!8m2!3d-6.5630252!4d107.7677666!16s%2Fg%2F11w961r39d!19sChIJofLmJgA7aS4RpKFk-q5WJK8?authuser=0&hl=id&rclk=1
GCN-0013,Mie Gacoan Medan Mongonsidi,"Alamat: Jl. Mongonsidi No.1-11, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152",Kota Medan,Aceh,4.7,,Telepon: 0897-9192-129,Approved,2022-04-06,2026-12-08,259,Belum Tersertifikasi,2027-08-19,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Medan+Mongonsidi/data=!4m7!3m6!1s0x303131868b574bf1:0xe1e48475003c4c8c!8m2!3d3.5709801!4d98.6690468!16s%2Fg%2F11jt5ty4pl!19sChIJ8UtXi4YxMTARjEw8AHWE5OE?authuser=0&hl=id&rclk=1
GCN-0253,Mie Gacoan Kedonganan,"Alamat: Jl. Toyaning No.22, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.6,,,Approved,2023-01-30,2026-12-15,266,Dalam Proses,2027-03-17,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kedonganan/data=!4m7!3m6!1s0x2dd245aefc1da061:0x35b511c001a8f56b!8m2!3d-8.7611518!4d115.1777203!16s%2Fg%2F11s45ywfd9!19sChIJYaAd_K5F0i0Ra_WoAcARtTU?authuser=0&hl=id&rclk=1
GCN-0078,Mie Gacoan Jakarta - Condet,"Alamat: Jl. Raya Condet, RT.5/RW.3, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13760",Kota Jakarta Timur,Sumatra Barat,4.7,,,Approved,2022-12-05,2026-12-15,266,Dalam Proses,2027-05-01,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Condet/data=!4m7!3m6!1s0x2e69f3004eb993cd:0xcb451c7430f8ce66!8m2!3d-6.2929162!4d106.856032!16s%2Fg%2F11wppq45z0!19sChIJzZO5TgDzaS4RZs74MHQcRcs?authuser=0&hl=id&rclk=1
GCN-0107,Mie Gacoan Kedaton,"Alamat: Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132",Kota Bandar Lampung,Lampung,4.7,,,Approved,2024-11-15,2026-12-17,268,Belum Tersertifikasi,2027-12-12,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kedaton/data=!4m7!3m6!1s0x2e40db9c1cd5fe1d:0x16bdf47118213d63!8m2!3d-5.378178!4d105.2508578!16s%2Fg%2F11vjh2gh_f!19sChIJHf7VHJzbQC4RYz0hGHH0vRY?authuser=0&hl=id&rclk=1
GCN-0005,Mie Gacoan Bireuen,"Alamat: Jl. Raya Bireuen - Takengon, Bireun Meunasah Capa, Kec. Kota Juang, Kabupaten Bireuen, Aceh",Kota Juang,Aceh,4.9,,Telepon: 0899-1130-001,Approved,2025-06-03,2026-12-18,269,Belum Tersertifikasi,2027-02-28,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bireuen/data=!4m7!3m6!1s0x304743001dbd16c9:0xa15609a6bc1d21bb!8m2!3d5.1971471!4d96.7028938!16s%2Fg%2F11xfs2302x!19sChIJyRa9HQBDRzARuyEdvKYJVqE?authuser=0&hl=id&rclk=1
GCN-0282,"Mie Gacoan Gusti Hamzah, Sambas","Alamat: Jl. Gusti Hamzah No.75c, Durian, Kec. Sambas, Kabupaten Sambas, Kalimantan Barat 79462",Kabupaten Sambas,Kalimantan Barat,4.9,,,Approved,2022-12-19,2026-12-22,273,Dalam Proses,2027-06-05,Low,Sengketa Kecil Sudah Selesai,2026-03-24,"https://www.google.com/maps/place/Mie+Gacoan+Gusti+Hamzah,+Sambas/data=!4m7!3m6!1s0x31e4b90064ca75af:0x2932191dce21acb0!8m2!3d1.3625917!4d109.3026152!16s%2Fg%2F11yqcvtpwv!19sChIJr3XKZAC55DERsKwhzh0ZMik?authuser=0&hl=id&rclk=1"
GCN-0118,Mie Gacoan Jakarta - Peta Utara,"Alamat: VP93+47M, Jl. Satu Maret, RT.9/RW.3, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Kota Jakarta Barat,DKI Jakarta,4.8,,,Approved,2022-09-03,2026-12-23,274,Tersertifikasi,2026-06-22,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Peta+Utara/data=!4m7!3m6!1s0x2e6a030014b5f909:0x575fc66d788479d3!8m2!3d-6.132155!4d106.7031714!16s%2Fg%2F11x6wl7n8t!19sChIJCfm1FAADai4R03mEeG3GX1c?authuser=0&hl=id&rclk=1
GCN-0230,Mie Gacoan Solo Veteran,"Alamat: A Jl. Veteran No.309, Tipes, Kec. Serengan, Kota Surakarta, Jawa Tengah 57154",Kota Surakarta,Jawa Timur,4.7,,Telepon: 0895-0742-8953,Approved,2025-06-21,2026-12-25,276,Tersertifikasi,2027-01-01,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Solo+Veteran/data=!4m7!3m6!1s0x2e7a176f56db1131:0xa3b79447fa57fb1!8m2!3d-7.5797024!4d110.8114738!16s%2Fg%2F11t_wgg1xp!19sChIJMRHbVm8Xei4RsX-lf0R5Owo?authuser=0&hl=id&rclk=1
GCN-0234,Mie Gacoan Mawar Solo,"Alamat: Jl. Mawar No.7, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57142",Kota Surakarta,Jawa Timur,4.7,,,In Progress,2022-07-16,2026-12-27,278,Tersertifikasi,2026-12-20,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Mawar+Solo/data=!4m7!3m6!1s0x2e7a16817752e3af:0xac3b6027a40869d!8m2!3d-7.5625622!4d110.808492!16s%2Fg%2F11dxl4gr6x!19sChIJr-NSd4EWei4RnYZAegK2wwo?authuser=0&hl=id&rclk=1
GCN-0199,Mie Gacoan Mayjen Sungkono,"Alamat: Jl. Mayjen Sungkono, Dukuh Pakis, Kec. Dukuhpakis, Surabaya, Jawa Timur",,Jawa Timur,4.6,,,Approved,2023-11-13,2026-12-30,281,Tersertifikasi,2027-11-12,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Mayjen+Sungkono/data=!4m7!3m6!1s0x2dd7fdbff3664a37:0x16be406b363f2b4c!8m2!3d-7.2900319!4d112.7132235!16s%2Fg%2F11t61clzxc!19sChIJN0pm87_91y0RTCs_NmtAvhY?authuser=0&hl=id&rclk=1
GCN-0337,Mie Gacoan Parepare,"Alamat: Jl. Bau Massepe, Cappa Galung, Kec. Ujung, Kota Parepare, Sulawesi Selatan",Kota Parepare,Sulawesi Tengah,4.9,,,Approved,2024-04-21,2026-12-30,281,Belum Tersertifikasi,2027-07-25,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Parepare/data=!4m7!3m6!1s0x2d95bb00512a0b47:0x6ac3e8b8a3a78d69!8m2!3d-4.0340721!4d119.6261804!16s%2Fg%2F11wfmj8zsl!19sChIJRwsqUQC7lS0RaY2no7jow2o?authuser=0&hl=id&rclk=1
GCN-0108,Mie Gacoan Metro Lampung,"Alamat: Yosorejo, Kec. Metro Tim., Kota Metro, Lampung 34124",Kota Metro,Lampung,4.8,,Telepon: 0896-1000-7004,Approved,2025-10-05,2027-01-06,288,Tersertifikasi,2027-06-17,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Metro+Lampung/data=!4m7!3m6!1s0x2e40bd3a4cd717df:0x5a5bea6953885e00!8m2!3d-5.1143311!4d105.3153151!16s%2Fg%2F11l6_xstkh!19sChIJ3xfXTDq9QC4RAF6IU2nqW1o?authuser=0&hl=id&rclk=1
GCN-0039,Mie Gacoan Bandung - Braga,"Alamat: Jl. Sumatera No.1, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",Kota Bandung,Sumatra Barat,4.7,,,Approved,2025-09-11,2027-01-06,288,Tersertifikasi,2027-05-07,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bandung+-+Braga/data=!4m7!3m6!1s0x2e68e7443ff0e33b:0xd76d78736a954172!8m2!3d-6.9175961!4d107.6129776!16s%2Fg%2F11svtrqrng!19sChIJO-PwP0TnaC4RckGVanN4bdc?authuser=0&hl=id&rclk=1
GCN-0299,Mie Gacoan - Kab. Tapin Hasan Basri,"Alamat: 3595+QJ6, Jl. Brigjend H. Hasan Basri, Rantau Kiwa, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152",Kabupaten Tapin,Kalimantan Tengah,4.9,,,Approved,2022-02-25,2027-01-08,290,Belum Tersertifikasi,2027-08-24,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Kab.+Tapin+Hasan+Basri/data=!4m7!3m6!1s0x2de5a5003df5a37d:0xf9ecc7eaeccfeeca!8m2!3d-2.9306384!4d115.1590223!16s%2Fg%2F11xv_1b33y!19sChIJfaP1PQCl5S0Ryu7P7OrH7Pk?authuser=0&hl=id&rclk=1
GCN-0048,Mie Gacoan Demang Lebar Daun,"Alamat: Jl. Demang Lebar Daun No.1816, 20 Ilir D. IV, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30151",Kota Palembang,Sumatra Barat,4.8,,,In Progress,2025-06-04,2027-01-09,291,Tersertifikasi,2027-11-26,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Demang+Lebar+Daun/data=!4m7!3m6!1s0x2e3b750f46fd2309:0x625294c66769385a!8m2!3d-2.9626962!4d104.737098!16s%2Fg%2F11v3wqy91x!19sChIJCSP9Rg91Oy4RWjhpZ8aUUmI?authuser=0&hl=id&rclk=1
GCN-0178,Mie Gacoan Taman Siswa,"Alamat: Jl. Taman Siswa No.27, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Kota Yogyakarta,DI Yogyakarta,4.4,,,Approved,2023-08-22,2027-01-11,293,Belum Tersertifikasi,2027-02-06,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Taman+Siswa/data=!4m7!3m6!1s0x2e7a5750c0bbda53:0xee6e45d756945c1e!8m2!3d-7.8046148!4d110.378397!16s%2Fg%2F11fm15nlvy!19sChIJU9q7wFBXei4RHlyUVtdFbu4?authuser=0&hl=id&rclk=1
GCN-0066,Mie Gacoan Dago,"Alamat: Jl. Dago No.151A, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Kota Bandung,Sumatra Barat,4.7,,,Approved,2023-09-11,2027-01-19,301,Tersertifikasi,2027-09-09,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Dago/data=!4m7!3m6!1s0x2e68e71c3bc742ed:0xfeb5e24962249315!8m2!3d-6.8887943!4d107.6129594!16s%2Fg%2F11s_yvnhpp!19sChIJ7ULHOxznaC4RFZMkYknitf4?authuser=0&hl=id&rclk=1
GCN-0071,Mie Gacoan Banyumas,"Alamat: Kabupaten Jl. Jenderal Gatot Subroto, Kedungter Lor, Kedunguter, Kec. Banyumas, Kabupaten Banyumas, Jawa Tengah 53192",Kabupaten Banyumas,Sumatra Barat,4.7,,Telepon: 0896-7825-0129,Approved,2022-08-18,2027-01-20,302,Tersertifikasi,2026-11-23,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Banyumas/data=!4m7!3m6!1s0x2e655b31307c3d51:0x8559393db885cf5b!8m2!3d-7.51445!4d109.2962961!16s%2Fg%2F11wmz1fyxk!19sChIJUT18MDFbZS4RW8-FuD05WYU?authuser=0&hl=id&rclk=1
GCN-0027,Mie Gacoan Stabat,"Alamat: Mie Gacoan, Perdamaian, Kec. Stabat, Kabupaten Langkat, Sumatera Utara 20811",Kabupaten Langkat,Sumatra Utara,4.7,,,Approved,2024-09-02,2027-01-22,304,Tersertifikasi,2027-11-21,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Stabat/data=!4m7!3m6!1s0x30372b0053ac4593:0xaac37340e5ac4ea4!8m2!3d3.7504849!4d98.4679412!16s%2Fg%2F11xvlpv186!19sChIJk0WsUwArNzARpE6s5UBzw6o?authuser=0&hl=id&rclk=1
GCN-0188,Mie Gacoan Nganjuk,"Alamat: Jl. Diponegoro No.87, RT.001/RW.002, Payaman, Kec. Nganjuk, Kabupaten Nganjuk, Jawa Timur 64419",Kabupaten Nganjuk,Jawa Timur,4.8,,,Approved,2025-06-15,2027-01-22,304,Tersertifikasi,2027-08-07,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Nganjuk/data=!4m7!3m6!1s0x2e784bcd1e151353:0x42143192fdea5716!8m2!3d-7.6071518!4d111.9041349!16s%2Fg%2F11x1phcgw1!19sChIJUxMVHs1LeC4RFlfq_ZIxFEI?authuser=0&hl=id&rclk=1
GCN-0276,Mie Hotlaza ala Mie Gacoan Level Pedas Bwi,"Alamat: Timur TK Rahmatullah depan bengkel las, Jl. Panjalu, RT.04/RW.01, Taman Baru, Kabupaten Banyuwangi, Jawa Timur 68416",Kabupaten Banyuwangi,Nusa Tenggara Barat,4.5,,Telepon: 0822-2542-8177,In Progress,2025-05-01,2027-01-23,305,Tersertifikasi,2027-02-09,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Hotlaza+ala+Mie+Gacoan+Level+Pedas+Bwi/data=!4m7!3m6!1s0x2dd15b6720b8faf5:0xde21783fc0b57042!8m2!3d-8.2256074!4d114.3627269!16s%2Fg%2F11kk7nk71w!19sChIJ9fq4IGdb0S0RQnC1wD94Id4?authuser=0&hl=id&rclk=1
GCN-0297,Mie Gacoan Balikpapan - Mulawarman,"Alamat: Jl. Mulawarman No.1, Manggar, Kec. Balikpapan Tim., Kota Balikpapan, Kalimantan Timur 76116",,Kalimantan Tengah,4.7,,,Bermasalah,2022-04-01,2027-01-24,306,Tersertifikasi,2026-05-01,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Balikpapan+-+Mulawarman/data=!4m7!3m6!1s0x2df1450073786d5b:0x5d50c72dfea6b31b!8m2!3d-1.247536!4d116.9365032!16s%2Fg%2F11w7g64bw0!19sChIJW214cwBF8S0RG7Om_i3HUF0?authuser=0&hl=id&rclk=1
GCN-0139,Mie Gacoan Bekasi - Harapan Indah,"Alamat: RXJH+P72, Jl. Harapan Indah Raya, RT.005/RW.010, Pusaka Rakyat, Kecamatan Medan Satria, Kota Bks, Jawa Barat",Kota Bks,Jawa Barat,4.8,,,Approved,2022-06-03,2027-01-28,310,Dalam Proses,2026-05-14,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bekasi+-+Harapan+Indah/data=!4m7!3m6!1s0x2e698b002e4d0ec9:0x6c1c65c56d91fd45!8m2!3d-6.1682427!4d106.9781534!16s%2Fg%2F11xflp6ls2!19sChIJyQ5NLgCLaS4RRf2RbcVlHGw?authuser=0&hl=id&rclk=1
GCN-0233,Mie Gacoan Grobogan - Purwodadi,"Alamat: Jl. R.Suprapto No.117, Jetis Selatan, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111",Kabupaten Grobogan,Jawa Timur,4.7,,Telepon: 0896-9954-4016,In Progress,2025-11-12,2027-01-29,311,Dalam Proses,2027-11-04,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Grobogan+-+Purwodadi/data=!4m7!3m6!1s0x2e70b10043fdec1d:0x31e7ea008201ba16!8m2!3d-7.0934745!4d110.9134536!16s%2Fg%2F11x7csp773!19sChIJHez9QwCxcC4RFroBggDq5zE?authuser=0&hl=id&rclk=1
GCN-0341,Mie Gacoan Sidrap,"Alamat: Jl. Jend. Sudirman No.284, Pangkajene, Kec. Maritengngae, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91611",Kabupaten Sidenreng Rappang,Sulawesi Tengah,4.6,,,Approved,2023-06-05,2027-01-29,311,Tersertifikasi,2026-09-20,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sidrap/data=!4m7!3m6!1s0x2d95b7004bcb9087:0x546c16baeac70226!8m2!3d-3.9195155!4d119.7838987!16s%2Fg%2F11yh3cwrrm!19sChIJh5DLSwC3lS0RJgLH6roWbFQ?authuser=0&hl=id&rclk=1
GCN-0251,Mie Gacoan Canggu,"Alamat: Jl. Raya Canggu No.176, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.5,,Telepon: 0897-1411-313,Approved,2022-03-28,2027-02-07,320,Tersertifikasi,2027-10-05,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Canggu/data=!4m7!3m6!1s0x2dd239089b8bec39:0xa850ba726202a3da!8m2!3d-8.6461744!4d115.1660315!16s%2Fg%2F11pvb7vqfp!19sChIJOeyLmwg50i0R2qMCYnK6UKg?authuser=0&hl=id&rclk=1
GCN-0344,Mie Gacoan - Ratulangi,"Alamat: Jl. DR. Ratulangi, Mamajang Luar, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",Kota Makassar,Sulawesi Tengah,4.9,,,Approved,2025-01-16,2027-02-10,323,Belum Tersertifikasi,2026-09-22,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+Ratulangi/data=!4m7!3m6!1s0x2dbf1d00749b6fd7:0xb4c528e4b4077745!8m2!3d-5.1550675!4d119.416025!16s%2Fg%2F11ldm9412x!19sChIJ12-bdAAdvy0RRXcHtOQoxbQ?authuser=0&hl=id&rclk=1
